0,2rr2k1/p1p4p/5p1Q/1B2bbpP/8/2P2N2/PP4P1/6K1 b - - 1 29,332
0,2rr2k1/p1p4p/5p1Q/1B2bbpP/8/2P5/PP1N2P1/6K1 w - - 0 29,396
0,2rr2k1/p1p4p/5ppQ/1B2bb1P/8/2P5/PP1N2P1/6K1 b - - 0 28,66
0,2rr2k1/p1p4p/5ppQ/1B2bb2/7P/2P5/PP1N2P1/6K1 w - - 0 28,37
0,2rr2k1/p1p4p/4bppQ/1B2bR2/7P/2P5/PP1N2P1/6K1 b - - 0 27,-1
0,2rr2k1/p1p4p/4bppQ/1B2bn2/7P/2P5/PP1N2P1/5RK1 w - - 1 27,57
0,2rr2k1/p1p1n2p/4bppQ/1B2b3/7P/2P5/PP1N2P1/5RK1 b - - 0 26,22
0,2rr2k1/p1p1n2p/4bppQ/1B2b3/8/2P5/PP1N2PP/5RK1 w - - 1 26,224
0,2rr2k1/p1p4p/2n1bppQ/1B2b3/8/2P5/PP1N2PP/5RK1 b - - 0 25,213
0,2rr2k1/p1p4p/2n1bppQ/1p2b3/8/2P5/PP1NB1PP/5RK1 w - - 0 25,214
0,2rr2k1/p1p2p1p/2n1b1pQ/1p2b3/8/2P5/PP1NB1PP/5RK1 b - - 3 24,41
0,2rr2k1/p1p2p1p/2n1b1p1/1p2b3/5Q2/2P5/PP1NB1PP/5RK1 w - - 2 24,74
0,2rr2k1/p1p2pbp/2n1b1p1/1p6/5Q2/2P5/PP1NB1PP/5RK1 b - - 1 23,46
0,2rr2k1/p1p2pbp/2n1b1p1/1p6/2N2Q2/2P5/PP2B1PP/5RK1 w - - 0 23,42
0,2rr2k1/ppp2pbp/2n1b1p1/8/2N2Q2/2P5/PP2B1PP/5RK1 b - - 2 22,-1
0,2rr2k1/ppp2pbp/2n1b1p1/8/2N2Q2/2PB4/PP4PP/5RK1 w - - 1 22,0
0,2r2rk1/ppp2pbp/2n1b1p1/8/2N2Q2/2PB4/PP4PP/5RK1 b - - 0 21,-10
0,2r2rk1/ppp2pbp/2n1b1p1/8/2N2Q2/3B4/PPP3PP/5RK1 w - - 1 21,-20
0,r4rk1/ppp2pbp/2n1b1p1/8/2N2Q2/3B4/PPP3PP/5RK1 b - - 0 20,-69
0,r4rk1/ppp2pbp/2n1b1p1/8/2N2n1Q/3B4/PPP3PP/5RK1 w - - 0 20,-57
0,r4rk1/ppp2pbp/2n1b1p1/3n4/2N2N1Q/3B4/PPP3PP/5RK1 b - - 7 19,-55
0,r4rk1/ppp2pbp/2n1b1p1/3n4/2N4Q/3B4/PPP1N1PP/5RK1 w - - 6 19,-43
0,r4rk1/ppp2p1p/2n1b1pb/3n4/2N4Q/3B4/PPP1N1PP/5RK1 b - - 5 18,-54
0,r4rk1/ppp2p1p/2n1b1pb/3n4/2N1Q3/3B4/PPP1N1PP/5RK1 w - - 4 18,-40
0,rn3rk1/ppp2p1p/4b1pb/3n4/2N1Q3/3B4/PPP1N1PP/5RK1 b - - 3 17,-47
0,rn3rk1/ppp2p1p/4b1pb/3n4/2N1Q3/3B4/PPP1N1PP/4K2R w K - 2 17,54
0,rn3rk1/ppp2p1p/4b1p1/3n4/2N1Qb2/3B4/PPP1N1PP/4K2R b K - 1 16,58
0,rn3rk1/ppp2p1p/4b1p1/3n4/2N1Qb2/3B2N1/PPP3PP/4K2R w K - 0 16,80
0,rn3rk1/ppp2ppp/4b3/3n4/2N1Qb2/3B2N1/PPP3PP/4K2R b K - 2 15,45
0,rn3rk1/ppp2ppp/4b3/3n4/2N1Qb2/6N1/PPP3PP/4KB1R w K - 1 15,86
0,rnb2rk1/ppp2ppp/8/3n4/2N1Qb2/6N1/PPP3PP/4KB1R b K - 0 14,21
0,rnb2rk1/ppp2ppp/8/3n4/2N1pb2/6N1/PPP1Q1PP/4KB1R w K - 0 14,32
0,rnb2rk1/ppp2ppp/8/3n4/2N1pP2/4b1N1/PPP1Q1PP/4KB1R b K - 1 13,0
0,rnb2rk1/ppp2ppp/8/3nN3/4pP2/4b1N1/PPP1Q1PP/4KB1R w K - 0 13,52
0,rnb2rk1/ppp2ppp/5n2/3RN3/4pP2/4b1N1/PPP1Q1PP/4KB1R b K - 0 12,0
0,rnb2rk1/ppp2ppp/5n2/3qN3/4pP2/4b1N1/PPP1Q1PP/3RKB1R w K - 0 12,12
0,rnb2rk1/ppp2ppp/5n2/2bqN3/4pP2/4B1N1/PPP1Q1PP/3RKB1R b K - 8 11,4
0,rnb2rk1/ppp2ppp/5n2/2bqN3/4pP2/6N1/PPPBQ1PP/3RKB1R w K - 7 11,44
0,rnb1k2r/ppp2ppp/5n2/2bqN3/4pP2/6N1/PPPBQ1PP/3RKB1R b Kkq - 6 10,16
0,rnb1k2r/ppp2ppp/5n2/2bqN3/4pP2/6N1/PPPBQ1PP/R3KB1R w KQkq - 5 10,-9
0,rnbqk2r/ppp2ppp/5n2/2b1N3/4pP2/6N1/PPPBQ1PP/R3KB1R b KQkq - 4 9,-12
0,rnbqk2r/ppp2ppp/5n2/2b1N3/4pP2/6N1/PPPB2PP/R2QKB1R w KQkq - 3 9,-13
0,rnbqkb1r/ppp2ppp/5n2/4N3/4pP2/6N1/PPPB2PP/R2QKB1R b KQkq - 2 8,-16
0,rnbqkb1r/ppp2ppp/5n2/4N3/4pP2/8/PPPBN1PP/R2QKB1R w KQkq - 1 8,-5
0,rnbqkbnr/ppp2ppp/8/4N3/4pP2/8/PPPBN1PP/R2QKB1R b KQkq - 0 7,-68
0,rnbqkbnr/ppp2ppp/8/4N3/4pP2/8/PPPpN1PP/R1BQKB1R w KQkq - 0 7,-53
0,rnbqkbnr/ppp2ppp/8/4N3/4pP2/4p3/PPPPN1PP/R1BQKB1R b KQkq - 1 6,-60
0,8/1R3p2/1K2pk2/8/1P6/5P2/r4P2/8 b - - 0 39,-17
0,8/1R3p2/1K2pk2/8/1p6/2P2P2/r4P2/8 w - - 0 39,-16
0,8/1R3p2/1K2pk2/p7/1P6/2P2P2/r4P2/8 b - - 0 38,-24
0,8/1R3p2/1p2pk2/pK6/1P6/2P2P2/r4P2/8 w - - 0 38,-15
0,8/pR3p2/1p2pk2/1K6/1P6/2P2P2/r4P2/8 b - - 5 37,-12
0,8/pR3p2/1p2pk2/8/1PK5/2P2P2/r4P2/8 w - - 4 37,-1
0,8/pR3p2/1p2pk2/8/1PK5/r1P2P2/5P2/8 b - - 3 36,-20
0,1R6/p4p2/1p2pk2/8/1PK5/r1P2P2/5P2/8 w - - 2 36,-13
0,1R6/p3kp2/1p2p3/8/1PK5/r1P2P2/5P2/8 b - - 1 35,-30
0,6R1/p3kp2/1p2p3/8/1PK5/r1P2P2/5P2/8 w - - 0 35,-12
0,6R1/p3kp2/1p2p3/8/1PK5/P1P2P2/5P2/r7 b - - 6 34,-9
0,6R1/p3kp2/1p2p3/8/1P6/P1PK1P2/5P2/r7 w - - 5 34,2
0,6R1/p3kp2/1p2p3/8/1P6/P1PK1P2/5P2/4r3 b - - 4 33,0
0,8/p3kpR1/1p2p3/8/1P6/P1PK1P2/5P2/4r3 w - - 3 33,11
0,8/p3kpR1/1p2p3/4r3/1P6/P1PK1P2/5P2/8 b - - 2 32,0
0,8/p3kpR1/1p2p3/4r3/1P6/P1P2P2/4KP2/8 w - - 1 32,11
0,8/p3kpR1/1p2p3/1r6/1P6/P1P2P2/4KP2/8 b - - 0 31,2
0,8/p3kpR1/1p2p3/1r6/8/P1P2P2/1P2KP2/8 w - - 1 31,0
0,8/p3kpR1/1p2p3/r7/8/P1P2P2/1P2KP2/8 b - - 0 30,0
0,8/p3kpR1/1p2p3/r7/8/2P2P2/PP2KP2/8 w - - 1 30,4
0,8/p3kpR1/1p2p3/3r4/8/2P2P2/PP2KP2/8 b - - 0 29,0
0,8/p3kpR1/1p2p3/3r4/8/2P2n2/PP2KPP1/8 w - - 0 29,7
0,8/p3kpR1/1p2p3/3r2n1/8/2P2N2/PP2KPP1/8 b - - 0 28,0
0,8/p3kppR/1p2p3/3r2n1/8/2P2N2/PP2KPP1/8 w - - 0 28,12
0,8/p3kppR/1p2p3/3r2P1/4n3/2P2N2/PP2KPP1/8 b - - 0 27,0
0,8/p3kppp/1p2p3/3r2P1/4n3/2P2N2/PP2KPP1/7R w - - 3 27,0
0,3r4/p3kppp/1p2p3/6P1/4n3/2P2N2/PP2KPP1/7R b - - 2 26,0
0,3r4/p3kppp/1p2p3/6P1/4n3/2P2N2/PP2KPP1/3R4 w - - 1 26,23
0,r7/p3kppp/1p2p3/6P1/4n3/2P2N2/PP2KPP1/3R4 b - - 0 25,29
0,r7/p3kppp/1p2p3/6P1/4n3/2P2N2/PP2KPP1/R2r4 w - - 0 25,37
